# schema	clean-evidence-capture-v1
# capturedAt	2026-08-23T02:32:55.2508269+07:00
# sourceRevision	461e3f1d201b7619c81fb9206f6762f5d19a93f7
# gitDirtyAtCapture	false
# runtimeExecuted	true
# runtimeTests	7
# runtimeFailures	0
# runtimeErrors	0
# runtimeSkipped	0
# runtimeSeconds	64.119
gate	status
proof-sync	PASS
machine-contract	PASS
lean-kernel	PASS
machine-mutations	PASS
lean-mutations	PASS
implementation-conformance	PASS
real-neo4j-runtime	PASS
property-runtime-matrix	PASS
path	commitBlob	worktreeBlob	blobMatch	sha256Utf8Lf
verification/scripts/invoke-runtime-matrix.ps1	4c4245dfa6fcfa1bf4d03d5b56d55550ba79344a	4c4245dfa6fcfa1bf4d03d5b56d55550ba79344a	true	841ad53de97d25efb7ab20612b07cbb04198807ea8a929617a212d28ef5f8b98
verification/runtime/neo4j-runtime-matrix.tsv	37e395c66ecf606f04cdee472a4e3afdf403c995	37e395c66ecf606f04cdee472a4e3afdf403c995	true	0b1df1e1d0b422ea372ab5b8d7b4e420bf24248805ac56202914d485bce544b8
verification/coverage/ocl_surface_extension_matrix.csv	e061756b7407c6b50366cb55282b6892cfc7e60b	e061756b7407c6b50366cb55282b6892cfc7e60b	true	cc32f9a999366aa51c43d939d7cc101df329d726584d16c18839ffe1bbe4de72
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/OclCertifiedSurfaceNormalizer.java	376e3c9679c77f2d57bcdd42bb684944e00684f5	376e3c9679c77f2d57bcdd42bb684944e00684f5	true	e047523212aac60eb677b464092daa102c9fd916c28bbb7847bb9a1ad938007f
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/OclSemanticBinder.java	fba2886c37267474c98482bdb3781b1fb777e1a9	fba2886c37267474c98482bdb3781b1fb777e1a9	true	d2e8402e181cda11ef43d4d262137b7777698bbf3cfd83495d279abb6edb19fb
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/OclValAdmissionPolicy.java	ef75c806e3b6472e2a3ef0efb45c3b3a7e0ab634	ef75c806e3b6472e2a3ef0efb45c3b3a7e0ab634	true	f7b1550e477ffc1b0a601439634aa09793431476d8b9500281dd5b669cc8c19c
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/OclIrBuilder.java	35168d16c01bd8a75cd7e463022664fdf7d6becf	35168d16c01bd8a75cd7e463022664fdf7d6becf	true	a518f70f0eb3d7e04617a0c5a5497195b63055efea341cf840828b7327308efa
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/OclIrOptimizer.java	2c8be46ce69dd219e47eae5ca3d117da209a921f	2c8be46ce69dd219e47eae5ca3d117da209a921f	true	fa3e0acde09a5ae5aff62d6af7f4860f7120fb49b5820fa6eb63245b259487ac
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/OclCypherPlanner.java	d86a07ff677cda5a44fc88f20a1547cb1fe105bd	d86a07ff677cda5a44fc88f20a1547cb1fe105bd	true	73b43b2202cce4156dbd0dbb532a722684f9415689b1497baf1da2a8cbc940da
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/OclCypherRenderer.java	81da0368c1bb023744518a88f61125ac0c7c9c9f	81da0368c1bb023744518a88f61125ac0c7c9c9f	true	330bfca98123a4238ebef84eaf271c3acd4a9f12ed19b6eb7c958167183ed6cd
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/RawCypherAst.java	e02627ae18e8b28908a2011bd8ebaf025c5978b2	e02627ae18e8b28908a2011bd8ebaf025c5978b2	true	4a827dc278069a865acf9badd8d1f39af10e712d2ef162b6edaa3abff6800266
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/RawCypherParser.java	26ed3e742e621f5cfa235b857eb932a9053fce64	26ed3e742e621f5cfa235b857eb932a9053fce64	true	23bc3a52745da378171fea491e18201e00d402c9442c01902329f691f8361b95
neo4j-tgg/src/main/java/org/uet/dse/neo4jtgg/ocl/ir/RawCypherRenderer.java	fb46ef556b1e930ee0f6976375b5a49b0f6d4349	fb46ef556b1e930ee0f6976375b5a49b0f6d4349	true	961edcda067862f655b8d4d2b112d51dd450485911416da550e26b166972c184
neo4j-tgg/src/test/java/org/uet/dse/neo4jtgg/experiment/OclGeneratedPropertyTest.java	31ce5623cf773ed04b50be67c4dc1e6e6a9d9d49	31ce5623cf773ed04b50be67c4dc1e6e6a9d9d49	true	9675ad271675c27dccba487359a2a0e0e59b5687bebad865d0fcaa04259bb6ac
neo4j-tgg/src/test/java/org/uet/dse/neo4jtgg/experiment/OclPropertyCaseGenerator.java	cee369f851f6c257c620d72efa5d4d869869c29e	cee369f851f6c257c620d72efa5d4d869869c29e	true	73316b23645c317f05eb8a5f59b6ec6f652d731370a52dcb7aadb056aaff1ae9
neo4j-tgg/src/test/java/org/uet/dse/neo4jtgg/experiment/OclPropertyBasedRealNeo4jTest.java	be1098b2b3f0dfb5ef8902bfb5edff1242f50541	be1098b2b3f0dfb5ef8902bfb5edff1242f50541	true	e242575dae43c0c8a78e253a2f8b0f1b836e6029af7eccc667fb22bda6d02377
